time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-03-04T09:58:09.560Z,19.2448329925537,-155.420669555664,32.0,2.2,ml,33.0,126.0,,0.159999996,hv,hv72937267,2022-03-04T10:03:39.870Z,"7 km NE of Pāhala, Hawaii",earthquake,0.6,1.15999997,3.88,13.0,automatic,hv,hv
2022-03-04T09:57:48.329Z,38.079,-115.2445,2.5,3.0,ml,13.0,51.23,0.608,0.2103,nn,nn00834904,2022-03-04T21:00:56.062Z,"53 km N of Hiko, Nevada",earthquake,,1.6,0.37,10.0,reviewed,nn,nn
2022-03-04T09:53:00.560Z,52.413,-174.145166666667,4.75,2.32,ml,8.0,252.0,,0.29,av,av91504191,2022-03-04T18:46:45.890Z,"24 km N of Atka, Alaska",earthquake,1.04,1.22,0.241371002561627,9.0,reviewed,av,av
2022-03-04T09:51:56.230Z,52.3926666666667,-174.144,6.21,2.17,ml,8.0,176.0,,0.33,av,av91504186,2022-03-04T18:47:25.050Z,"22 km N of Atka, Alaska",earthquake,0.99,1.22,0.231461821977391,9.0,reviewed,av,av
2022-03-04T09:51:52.070Z,38.8251648,-122.8113327,0.68,0.85,md,9.0,77.0,0.002022,0.02,nc,nc73700991,2022-03-04T11:11:11.667Z,"7km NW of The Geysers, CA",earthquake,0.31,1.05,,1.0,automatic,nc,nc
2022-03-04T09:42:51.840Z,19.1658325195312,-155.469329833984,32.2000007629395,2.73,ml,48.0,79.0,,0.140000001,hv,hv72937247,2022-03-04T14:44:05.040Z,"4 km SSE of Pāhala, Hawaii",earthquake,0.52,0.75999999,3.57,32.0,automatic,hv,hv
2022-03-04T09:40:47.780Z,38.7879982,-122.7216644,2.23,0.7,md,9.0,87.0,0.01269,0.01,nc,nc73700981,2022-03-04T10:46:10.510Z,"3km WNW of Anderson Springs, CA",earthquake,0.38,1.51,0.17,2.0,automatic,nc,nc
2022-03-04T09:26:47.456Z,2.0587,124.7809,198.43,4.3,mb,,89.0,2.883,0.31,us,us6000h20f,2022-03-04T11:30:05.040Z,"64 km N of Manado, Indonesia",earthquake,6.4,7.5,0.085,39.0,reviewed,us,us
2022-03-04T09:20:37.980Z,19.175666809082,-155.456832885742,35.75,1.88,md,43.0,124.0,,0.119999997,hv,hv72937237,2022-03-04T09:23:56.970Z,"3 km SE of Pāhala, Hawaii",earthquake,0.61,0.959999979,1.67999995,6.0,automatic,hv,hv
2022-03-04T09:20:29.790Z,17.9816666666667,-67.0688333333333,4.42,1.09,md,3.0,186.0,,0.02,pr,pr71338948,2022-03-04T17:14:52.550Z,"2 km WNW of La Parguera, Puerto Rico",earthquake,0.55,1.0,0.0893441108656743,3.0,reviewed,pr,pr
2022-03-04T09:17:44.300Z,46.19466666666667,-122.19933333333331,2.85,0.03,ml,11.0,108.0,0.007799,0.06,uw,uw61820076,2022-03-04T20:00:22.890Z,"36 km NNE of Amboy, Washington",earthquake,0.3,0.53,0.0831563521783755,5.0,reviewed,uw,uw
2022-03-04T09:07:22.404Z,31.59443195,-104.0077318,7.93112793,3.1,ml,17.0,67.0,0.07154602511,0.2,tx,tx2022ejzg,2022-03-04T17:45:55.301Z,"37 km NNW of Toyah, Texas",earthquake,0.7837539458,1.128241866,0.2,9.0,reviewed,tx,tx
2022-03-04T09:01:29.760Z,-29.5079,-71.6968,10.0,4.4,mb,,152.0,0.571,0.46,us,us6000h20b,2022-03-04T11:51:54.040Z,"60 km NW of Coquimbo, Chile",earthquake,1.9,1.9,0.179,9.0,reviewed,us,us
2022-03-04T08:44:30.220Z,47.73233333333334,-120.27016666666668,2.03,0.54,ml,10.0,81.0,0.07422,0.06,uw,uw61820066,2022-03-04T19:32:53.860Z,"7 km NW of Entiat, Washington",earthquake,0.19,1.49,0.2413742787663761,5.0,reviewed,uw,uw
2022-03-04T08:43:07.270Z,36.0231667,-120.5811667,3.64,0.26,md,15.0,124.0,0.03864,0.04,nc,nc73700971,2022-03-04T11:44:10.864Z,"19km NW of Parkfield, CA",earthquake,0.3,0.56,0.275,6.0,reviewed,nc,nc
2022-03-04T08:42:59.520Z,35.9016667,-117.7068333,10.88,0.52,ml,14.0,65.0,0.06502,0.11,ci,ci40199368,2022-03-04T18:05:12.837Z,"18km ESE of Little Lake, CA",earthquake,0.2,0.41,0.268,6.0,reviewed,ci,ci
2022-03-04T08:41:55.080Z,46.1935,-122.19916666666668,2.98,0.61,md,13.0,112.0,0.008531,0.1,uw,uw61820056,2022-03-04T19:22:51.410Z,"36 km NNE of Amboy, Washington",earthquake,0.45,0.43,0.0366900343090796,4.0,reviewed,uw,uw
2022-03-04T08:02:40.690Z,19.2051658630371,-155.415161132812,33.2900009155273,1.71000004,md,42.0,155.0,,0.119999997,hv,hv72937172,2022-03-04T08:05:58.000Z,"6 km E of Pāhala, Hawaii",earthquake,0.56,0.899999976,1.14999998,6.0,automatic,hv,hv
2022-03-04T07:55:26.687Z,63.4863,-152.5332,10.9,1.4,ml,,,,0.98,ak,ak0222wbcqth,2022-03-04T15:45:31.403Z,"40 km W of Denali National Park, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2022-03-04T07:47:59.660Z,-5.305,150.7244,156.78,5.4,mww,,45.0,4.661,0.76,us,us6000h1zu,2022-03-04T09:51:19.076Z,"70 km ENE of Kimbe, Papua New Guinea",earthquake,8.7,6.0,0.063,24.0,reviewed,us,us
2022-03-04T07:38:50.565Z,64.6982,-146.6433,12.9,1.1,ml,,,,0.45,ak,ak0222wb95ip,2022-03-04T07:44:28.104Z,Central Alaska,earthquake,,0.4,,,automatic,ak,ak
2022-03-04T07:20:31.430Z,44.7318333,-111.2855,10.77,0.57,ml,13.0,121.0,0.03957,0.2,uu,uu60484292,2022-03-04T15:22:32.200Z,"8 km WSW of Hebgen Lake Estates, Montana",earthquake,0.6,0.76,0.018,2.0,reviewed,uu,uu
2022-03-04T07:08:34.334Z,0.0344,96.6081,10.0,4.6,mb,,194.0,1.589,0.52,us,us6000h1zl,2022-03-04T07:31:43.040Z,"271 km S of Sinabang, Indonesia",earthquake,10.8,1.9,0.102,29.0,reviewed,us,us
2022-03-04T07:00:49.338Z,-9.3125,119.1894,78.85,4.3,mb,,79.0,1.476,1.08,us,us6000h1zj,2022-03-04T07:17:12.040Z,"86 km SSW of Komodo, Indonesia",earthquake,7.9,9.5,0.189,8.0,reviewed,us,us
2022-03-04T06:56:35.230Z,38.8076668,-122.7823334,-0.02,0.73,md,14.0,86.0,0.005731,0.04,nc,nc73700966,2022-03-04T07:28:14.346Z,"4km NNW of The Geysers, CA",earthquake,0.24,0.52,0.25,3.0,automatic,nc,nc
2022-03-04T06:56:03.730Z,38.8301659,-122.8153305,1.9,0.85,md,13.0,63.0,0.01692,0.01,nc,nc73700961,2022-03-04T07:17:20.287Z,"8km NW of The Geysers, CA",earthquake,0.27,0.82,,1.0,automatic,nc,nc
2022-03-04T06:50:10.280Z,19.1988334655762,-155.399337768555,31.9400005340576,2.1099999,md,46.0,159.0,,0.109999999,hv,hv72937077,2022-03-04T06:53:23.980Z,"8 km E of Pāhala, Hawaii",earthquake,0.55,0.800000012,0.230000004,21.0,automatic,hv,hv
2022-03-04T06:49:48.540Z,37.6118317,-121.7610016,6.49,0.8,md,8.0,163.0,0.01075,0.03,nc,nc73700956,2022-03-04T07:07:16.227Z,"8km S of Livermore, CA",earthquake,0.49,0.9,0.25,9.0,automatic,nc,nc
2022-03-04T06:47:06.640Z,17.8035,-66.8415,6.02,1.69,md,6.0,313.0,,0.18,pr,pr71338938,2022-03-04T16:29:49.200Z,"19 km SSE of Guánica, Puerto Rico",earthquake,1.43,0.77,0.0607488001847948,6.0,reviewed,pr,pr
2022-03-04T06:45:55.877Z,59.1338,-153.0926,71.6,1.9,ml,,,,0.94,ak,ak0222wap89r,2022-03-04T06:50:42.880Z,"71 km WSW of Nanwalek, Alaska",earthquake,,0.8,,,automatic,ak,ak
2022-03-04T06:37:33.920Z,17.9463333333333,-67.0173333333333,10.22,2.02,md,3.0,228.0,,0.04,pr,pr71338888,2022-03-04T07:42:13.030Z,Puerto Rico region,earthquake,1.78,0.76,0.0224101098545424,2.0,reviewed,pr,pr
2022-03-04T06:25:04.060Z,36.5461655,-121.0964966,10.01,1.73,md,15.0,105.0,0.05605,0.09,nc,nc73700951,2022-03-04T08:14:10.579Z,"4km ENE of Pinnacles, CA",earthquake,0.45,1.01,0.27,13.0,automatic,nc,nc
2022-03-04T06:23:42.070Z,38.8226662,-122.8523331,2.53,0.37,md,10.0,89.0,0.02064,0.02,nc,nc73700946,2022-03-04T07:49:11.439Z,"10km WNW of The Geysers, CA",earthquake,0.38,0.84,0.01,2.0,automatic,nc,nc
2022-03-04T06:23:21.327Z,63.8643,-148.6322,6.1,1.4,ml,,,,0.78,ak,ak0222wakfuv,2022-03-04T06:27:50.457Z,"16 km E of Healy, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-03-04T06:15:56.070Z,33.552,-116.6753333,7.03,0.52,ml,28.0,45.0,0.04015,0.09,ci,ci40199344,2022-03-04T18:00:09.431Z,"0km SSW of Anza, CA",earthquake,0.12,0.25,0.138,14.0,reviewed,ci,ci
2022-03-04T06:12:33.020Z,33.8475,-115.5421667,3.66,1.61,ml,39.0,50.0,0.1614,0.22,ci,ci40199352,2022-03-04T16:38:31.540Z,"20km NW of Desert Center, CA",earthquake,0.24,1.25,0.137,8.0,reviewed,ci,ci
2022-03-04T06:11:40.820Z,38.847332,-122.8190002,1.58,0.86,md,8.0,120.0,0.008067,0.01,nc,nc73700941,2022-03-04T06:26:16.987Z,"9km WNW of Cobb, CA",earthquake,0.36,0.78,,1.0,automatic,nc,nc
2022-03-04T06:08:51.206Z,61.2311,-150.2011,43.8,1.5,ml,,,,0.5,ak,ak0222wahaev,2022-03-04T06:15:29.036Z,"16 km W of Anchorage, Alaska",earthquake,,3.6,,,automatic,ak,ak
2022-03-04T06:01:32.469Z,63.2346,-150.6083,5.1,2.0,ml,,,,0.76,ak,ak0222wafqyg,2022-03-04T06:09:58.080Z,"65 km ESE of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-03-04T05:38:19.840Z,38.8381653,-122.8081665,2.1,0.85,md,8.0,70.0,0.01482,0.01,nc,nc73700936,2022-03-04T06:15:14.903Z,"8km WNW of Cobb, CA",earthquake,0.49,1.68,,1.0,automatic,nc,nc
2022-03-04T05:30:38.298Z,62.5519,-149.621,0.0,1.9,ml,,,,0.89,ak,ak0222wa0jkl,2022-03-04T05:38:54.317Z,"27 km ENE of Chase, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-03-04T05:30:34.100Z,37.8746667,-122.2535,9.45,1.19,md,34.0,36.0,0.003071,0.07,nc,nc73700931,2022-03-04T21:21:14.259Z,"2km E of Berkeley, CA",earthquake,0.17,0.2,0.259,21.0,reviewed,nc,nc
2022-03-04T05:24:05.156Z,62.9284,-148.3379,14.9,0.9,ml,,,,0.96,ak,ak0222w9z6pv,2022-03-04T05:31:43.042Z,"60 km SSE of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-03-04T05:23:10.710Z,19.2423324584961,-155.398834228516,31.1499996185303,2.29,ml,43.0,135.0,,0.150000006,hv,hv72936992,2022-03-04T05:28:41.720Z,"9 km ENE of Pāhala, Hawaii",earthquake,0.55,0.660000026,0.51,6.0,automatic,hv,hv
2022-03-04T05:18:56.883Z,-7.0835,129.1661,151.23,4.2,mb,,76.0,2.295,0.66,us,us6000h1z9,2022-03-04T07:20:43.040Z,"287 km NE of Lospalos, Timor Leste",earthquake,8.1,7.4,0.147,13.0,reviewed,us,us
2022-03-04T05:15:44.070Z,36.7355,-121.4096667,6.33,0.52,md,11.0,160.0,0.04148,0.08,nc,nc73700921,2022-03-04T12:54:11.253Z,"9km SSW of Ridgemark, CA",earthquake,0.44,0.55,0.294,7.0,reviewed,nc,nc
2022-03-04T05:01:04.104Z,5.6396,-77.8781,10.0,4.3,mb,,116.0,2.4,0.76,us,us6000h1z6,2022-03-04T05:46:44.040Z,"67 km W of Nuquí, Colombia",earthquake,6.3,2.0,0.154,12.0,reviewed,us,us
2022-03-04T04:59:03.170Z,38.8398323,-122.8280029,1.38,1.07,md,22.0,76.0,0.01525,0.03,nc,nc73700916,2022-03-04T05:33:14.668Z,"9km WNW of Cobb, CA",earthquake,0.18,0.48,0.19,5.0,automatic,nc,nc
2022-03-04T04:57:17.354Z,51.6246,177.3249,59.1,4.2,mb,,210.0,0.842,0.67,us,us6000h1z5,2022-03-04T05:58:28.351Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,11.6,11.1,0.066,68.0,reviewed,us,us
2022-03-04T04:56:30.599Z,64.5714,-149.4365,18.2,1.3,ml,,,,0.29,ak,ak0222w9knzn,2022-03-04T04:59:09.652Z,"15 km WSW of Four Mile Road, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-03-04T04:53:16.310Z,-27.0552,-175.9766,10.0,5.0,mb,,72.0,2.789,1.39,us,us6000h1z7,2022-03-04T05:16:38.040Z,Kermadec Islands region,earthquake,10.3,1.8,0.063,84.0,reviewed,us,us
2022-03-04T04:50:24.860Z,38.8171654,-122.7959976,2.04,0.84,md,13.0,50.0,0.0092,0.01,nc,nc73700911,2022-03-04T05:22:15.609Z,"6km NW of The Geysers, CA",earthquake,0.31,0.68,,1.0,automatic,nc,nc
2022-03-04T04:48:55.160Z,17.9285,-67.1171666666667,10.09,2.58,md,6.0,287.0,,0.13,pr,pr71338878,2022-03-04T07:25:20.200Z,"8 km SE of Pole Ojea, Puerto Rico",earthquake,1.39,0.48,0.125702615404469,4.0,reviewed,pr,pr
2022-03-04T04:48:28.460Z,35.8676667,-117.6695,6.75,1.06,ml,21.0,92.0,0.07814,0.08,ci,ci40199328,2022-03-04T17:54:02.168Z,"23km ESE of Little Lake, CA",earthquake,0.11,0.25,0.141,9.0,reviewed,ci,ci
2022-03-04T04:43:33.150Z,18.011,-66.7451666666667,13.67,2.54,md,8.0,179.0,,0.09,pr,pr71338873,2022-03-04T04:55:38.480Z,"2 km ESE of Magas Arriba, Puerto Rico",earthquake,0.52,0.3,0.274160553321902,5.0,reviewed,pr,pr
2022-03-04T04:42:13.420Z,35.8661667,-117.67,8.2,0.08,ml,8.0,161.0,0.07747,0.09,ci,ci40199320,2022-03-04T15:47:15.947Z,"23km ESE of Little Lake, CA",earthquake,0.37,0.7,0.144,3.0,reviewed,ci,ci
2022-03-04T04:37:35.660Z,33.5786667,-116.8031667,4.97,0.64,ml,24.0,65.0,0.03589,0.1,ci,ci40199312,2022-03-04T15:38:47.360Z,"12km WNW of Anza, CA",earthquake,0.18,0.36,0.118,17.0,reviewed,ci,ci
2022-03-04T04:30:08.120Z,35.8666667,-117.669,6.89,1.03,ml,17.0,93.0,0.07718,0.08,ci,ci40199304,2022-03-04T17:49:33.935Z,"23km ESE of Little Lake, CA",earthquake,0.14,0.26,0.166,6.0,reviewed,ci,ci
2022-03-04T04:29:58.240Z,46.954,-112.9655,11.78,1.32,ml,22.0,71.0,0.112,0.19,mb,mb80539599,2022-03-04T15:16:04.410Z,"14 km ESE of Ovando, Montana",earthquake,0.42,0.83,0.13,4.0,reviewed,mb,mb
2022-03-04T04:29:28.710Z,38.7871666,-122.7440033,1.45,0.83,md,17.0,84.0,0.00691,0.05,nc,nc73700906,2022-03-04T04:38:11.361Z,"2km NE of The Geysers, CA",earthquake,0.27,0.6,0.29,4.0,automatic,nc,nc
2022-03-04T04:09:44.780Z,38.8223343,-122.8081665,2.69,1.13,md,26.0,37.0,0.001828,0.02,nc,nc73700901,2022-03-04T07:08:11.233Z,"7km NW of The Geysers, CA",earthquake,0.21,0.43,0.1,4.0,automatic,nc,nc
2022-03-04T04:08:36.000Z,38.8219986,-122.7893295,0.68,0.46,md,8.0,76.0,0.01103,0.01,nc,nc73700896,2022-03-04T04:16:11.222Z,"6km NNW of The Geysers, CA",earthquake,0.31,0.58,0.39,2.0,automatic,nc,nc
2022-03-04T04:07:52.039Z,33.6666,81.9193,10.0,4.6,mb,,109.0,6.523,0.83,us,us6000h1yw,2022-03-04T04:24:22.040Z,western Xizang,earthquake,3.4,1.9,0.076,55.0,reviewed,us,us
2022-03-04T04:03:23.240Z,38.8083344,-122.7406693,1.84,1.04,md,19.0,121.0,0.01675,0.03,nc,nc73700891,2022-03-04T04:16:11.361Z,"2km SW of Cobb, CA",earthquake,0.29,0.57,0.14,5.0,automatic,nc,nc
2022-03-04T03:57:19.920Z,37.9738333,-122.0235,7.12,2.05,md,54.0,107.0,0.01152,0.11,nc,nc73700886,2022-03-04T21:00:15.115Z,"1km NW of Concord, CA",earthquake,0.17,0.32,0.141,51.0,reviewed,nc,nc
2022-03-04T03:56:59.780Z,38.7869987,-122.7683334,1.88,0.99,md,29.0,81.0,0.01518,0.03,nc,nc73700881,2022-03-04T04:30:14.465Z,"2km NW of The Geysers, CA",earthquake,0.21,0.33,0.11,6.0,automatic,nc,nc
2022-03-04T03:53:45.650Z,36.742,-121.4006667,10.2,1.45,md,38.0,56.0,0.04337,0.13,nc,nc73700871,2022-03-04T13:20:10.396Z,"8km SSW of Ridgemark, CA",earthquake,0.22,0.35,0.236,31.0,reviewed,nc,nc
2022-03-04T03:53:43.780Z,34.439,-119.2973333,8.04,0.66,ml,9.0,77.0,0.04194,0.16,ci,ci40199296,2022-03-04T17:41:55.887Z,"5km WSW of Ojai, CA",earthquake,0.56,1.38,0.06,2.0,reviewed,ci,ci
2022-03-04T03:52:58.060Z,38.7845001,-122.7271652,1.2,1.15,md,19.0,82.0,0.007577,0.04,nc,nc73700866,2022-03-04T06:03:10.839Z,"3km ENE of The Geysers, CA",earthquake,0.23,0.55,0.11,4.0,automatic,nc,nc
2022-03-04T03:52:10.589Z,36.43133333,-96.94416667,7.55,0.58,ml,36.0,59.0,0.02519505587,0.15,ok,ok2022ejow,2022-03-04T17:32:07.362Z,"15 km NNE of Morrison, Oklahoma",earthquake,,0.3,0.17,4.0,reviewed,ok,ok
2022-03-04T03:26:31.970Z,38.7736667,-122.881,3.52,0.78,md,36.0,202.0,0.02741,0.08,nc,nc73700856,2022-03-04T11:32:12.790Z,"11km W of The Geysers, CA",earthquake,0.26,0.32,0.015,4.0,reviewed,nc,nc
2022-03-04T03:25:17.470Z,17.9558333333333,-66.9933333333333,9.98,1.57,md,5.0,207.0,,0.06,pr,pr71338883,2022-03-04T05:13:18.000Z,"6 km ESE of La Parguera, Puerto Rico",earthquake,0.57,0.84,0.110791569852207,5.0,reviewed,pr,pr
2022-03-04T03:22:53.447Z,38.1519,-118.045,8.7,0.8,ml,8.0,179.76,0.068,0.0638,nn,nn00834903,2022-03-04T03:26:55.027Z,"27 km SSE of Mina, Nevada",earthquake,,0.7,0.35,3.0,automatic,nn,nn
2022-03-04T03:20:45.890Z,35.5243333,-118.2991667,6.68,1.22,ml,25.0,51.0,0.1301,0.13,ci,ci40199288,2022-03-04T16:44:03.567Z,"19km ESE of Bodfish, CA",earthquake,0.18,0.53,0.135,6.0,reviewed,ci,ci
2022-03-04T03:18:00.700Z,37.5198333,-118.7801667,5.11,2.14,md,24.0,58.0,0.05421,0.03,nc,nc73700851,2022-03-04T19:08:13.398Z,"10km WSW of Toms Place, CA",earthquake,0.24,0.64,0.143,30.0,reviewed,nc,nc
2022-03-04T03:14:55.860Z,51.4456666666667,-179.0825,6.74,1.76,ml,8.0,324.0,,0.07,av,av91050958,2022-03-04T19:13:49.750Z,"175 km WSW of Adak, Alaska",earthquake,0.6,0.32,0.398819725729311,8.0,reviewed,av,av
2022-03-04T03:12:28.180Z,19.2086658477783,-155.419174194336,33.4099998474121,2.73,ml,49.0,144.0,,0.129999995,hv,hv72936892,2022-03-04T03:24:40.040Z,"6 km E of Pāhala, Hawaii",earthquake,0.48,0.589999974,3.76,29.0,automatic,hv,hv
2022-03-04T03:09:04.380Z,38.8196678,-122.7969971,2.87,0.48,md,12.0,61.0,0.01087,0.01,nc,nc73700846,2022-03-04T03:34:13.992Z,"6km NW of The Geysers, CA",earthquake,0.39,0.91,0.1,2.0,automatic,nc,nc
2022-03-04T03:07:15.020Z,38.7726667,-122.8821667,3.64,0.37,md,22.0,204.0,0.02815,0.06,nc,nc73700836,2022-03-04T11:21:13.729Z,"11km W of The Geysers, CA",earthquake,0.23,0.32,0.063,4.0,reviewed,nc,nc
2022-03-04T03:03:10.060Z,61.3946666666667,-152.04,2.57,0.04,ml,4.0,173.0,,0.1,av,av91504031,2022-03-04T19:09:48.520Z,"58 km WNW of Beluga, Alaska",earthquake,1.63,4.07,0.232378382780479,4.0,reviewed,av,av
2022-03-04T03:00:51.365Z,-27.0801,-175.9215,10.0,5.0,mb,,78.0,2.799,1.07,us,us6000h1ys,2022-03-04T04:02:30.040Z,Kermadec Islands region,earthquake,11.6,1.9,0.133,18.0,reviewed,us,us
2022-03-04T02:59:16.906Z,61.8374,-150.8624,61.5,1.3,ml,,,,0.34,ak,ak0222w8eeve,2022-03-04T03:06:51.723Z,"32 km ESE of Skwentna, Alaska",earthquake,,1.3,,,automatic,ak,ak
2022-03-04T02:58:37.505Z,-27.2215,-175.9624,10.0,5.1,mb,,130.0,2.667,1.22,us,us6000h1yl,2022-03-04T04:05:36.040Z,Kermadec Islands region,earthquake,11.2,1.8,0.096,39.0,reviewed,us,us
2022-03-04T02:50:01.880Z,37.5486667,-119.0838333,2.73,0.59,md,13.0,126.0,0.08102,0.07,nc,nc73700831,2022-03-04T10:37:11.573Z,"14km SW of Mammoth Lakes, CA",earthquake,0.35,1.06,0.187,12.0,reviewed,nc,nc
2022-03-04T02:45:19.250Z,19.1856670379639,-155.436828613281,32.6599998474121,1.78999996,md,22.0,161.0,,0.140000001,hv,hv72936847,2022-03-04T02:48:33.780Z,"4 km ESE of Pāhala, Hawaii",earthquake,1.15,0.970000029,0.769999981,3.0,automatic,hv,hv
2022-03-04T02:43:10.280Z,17.9348333333333,-66.8175,13.74,2.35,md,8.0,219.0,,0.11,pr,pr71338863,2022-03-04T03:24:39.540Z,"6 km S of Indios, Puerto Rico",earthquake,0.76,0.38,0.0548242375051924,5.0,reviewed,pr,pr
2022-03-04T02:38:16.060Z,54.658,-163.562666666667,10.57,2.29,ml,7.0,199.0,,0.18,av,av91050963,2022-03-04T19:20:45.260Z,"23 km SSW of False Pass, Alaska",earthquake,1.0,1.06,0.32783532151483,6.0,reviewed,av,av
2022-03-04T02:37:57.580Z,38.8326683,-122.8126678,0.05,0.36,md,5.0,123.0,0.01878,0.02,nc,nc73700826,2022-03-04T03:03:17.811Z,"8km W of Cobb, CA",earthquake,0.62,6.21,,1.0,automatic,nc,nc
2022-03-04T02:31:01.180Z,47.4383333,-112.7308333,15.0,1.0,ml,15.0,134.0,0.347,0.12,mb,mb80539649,2022-03-04T18:36:32.900Z,"26 km WSW of Augusta, Montana",earthquake,0.32,31.61,0.059,3.0,reviewed,mb,mb
2022-03-04T02:09:34.330Z,38.7908325,-122.7258301,1.61,0.53,md,13.0,92.0,0.02822,0.03,nc,nc73700821,2022-03-04T02:31:17.631Z,"3km ENE of The Geysers, CA",earthquake,0.29,0.8,0.14,3.0,automatic,nc,nc
2022-03-04T02:07:43.240Z,19.1798324584961,-155.501007080078,34.4799995422363,2.27999997,md,38.0,84.0,,0.140000001,hv,hv72936797,2022-03-04T02:10:49.070Z,"3 km SW of Pāhala, Hawaii",earthquake,0.7,0.800000012,1.90999997,22.0,automatic,hv,hv
2022-03-04T01:57:20.820Z,52.045,178.312,5.84,1.19,ml,4.0,351.0,,0.07,av,av91050953,2022-03-04T19:02:49.770Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,3.15,4.0,0.330687692941788,4.0,reviewed,av,av
2022-03-04T01:49:34.540Z,19.8199996948242,-155.579498291016,22.4200000762939,2.33999991,md,32.0,100.0,,0.349999994,hv,hv72936787,2022-03-04T01:55:03.190Z,"24 km SSE of Waimea, Hawaii",earthquake,0.87,2.72000003,1.12,7.0,automatic,hv,hv
2022-03-04T01:47:58.160Z,19.1660003662109,-155.473007202148,33.1699981689453,2.13000011,md,19.0,160.0,,0.140000001,hv,hv72936782,2022-03-04T01:51:16.690Z,"4 km S of Pāhala, Hawaii",earthquake,0.79,0.99000001,1.21000004,3.0,automatic,hv,hv
2022-03-04T01:37:12.160Z,33.4158333,-116.4286667,14.64,1.35,ml,62.0,30.0,0.1027,0.17,ci,ci40199248,2022-03-04T17:39:55.830Z,"18km NNW of Borrego Springs, CA",earthquake,0.15,0.28,0.21,21.0,reviewed,ci,ci
2022-03-04T01:36:23.260Z,33.1245,-116.5526667,13.92,1.18,ml,44.0,44.0,0.05747,0.16,ci,ci40199240,2022-03-04T17:25:27.009Z,"7km NE of Julian, CA",earthquake,0.21,0.41,0.055,16.0,reviewed,ci,ci
2022-03-04T01:27:38.250Z,33.3691667,-116.8741667,7.4,0.73,ml,30.0,41.0,0.01827,0.22,ci,ci40199232,2022-03-04T17:16:06.713Z,"2km NNW of Palomar Observatory, CA",earthquake,0.26,0.58,0.121,11.0,reviewed,ci,ci
2022-03-04T01:24:52.500Z,59.4829,-152.8739,91.7,1.9,ml,,,,0.45,ak,ak0222w7ljyc,2022-03-04T01:30:50.033Z,"55 km WNW of Nanwalek, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-03-04T01:19:19.190Z,38.8185,-122.7995,3.16,0.45,md,25.0,47.0,0.009598,0.02,nc,nc73700811,2022-03-04T10:37:11.452Z,"6km NW of The Geysers, CA",earthquake,0.24,0.28,0.088,4.0,reviewed,nc,nc
2022-03-04T01:18:41.980Z,34.3066667,-116.446,9.12,1.15,ml,28.0,55.0,0.05466,0.12,ci,ci40199216,2022-03-04T17:00:59.034Z,"21km N of Yucca Valley, CA",earthquake,0.17,0.32,0.131,9.0,reviewed,ci,ci
2022-03-04T01:13:59.710Z,35.6685,-117.4755,6.23,1.45,ml,29.0,72.0,0.08254,0.15,ci,ci40199208,2022-03-04T16:54:11.631Z,"13km SSW of Searles Valley, CA",earthquake,0.19,0.65,0.161,12.0,reviewed,ci,ci
2022-03-04T01:08:13.630Z,35.9085,-117.695,4.77,0.54,ml,12.0,69.0,0.05345,0.07,ci,ci40199200,2022-03-04T16:31:37.130Z,"19km E of Little Lake, CA",earthquake,0.14,0.29,0.129,5.0,reviewed,ci,ci
2022-03-04T01:01:47.847Z,60.8461,-150.5959,41.3,1.6,ml,,,,0.35,ak,ak0222w7gm4g,2022-03-04T01:12:17.988Z,"9 km SSE of Point Possession, Alaska",earthquake,,1.0,,,automatic,ak,ak
2022-03-04T00:35:47.360Z,38.8271675,-122.8554993,2.47,1.19,md,25.0,72.0,0.001137,0.02,nc,nc73700806,2022-03-04T03:01:10.799Z,"10km WNW of The Geysers, CA",earthquake,0.21,0.42,0.03,5.0,automatic,nc,nc
2022-03-04T00:35:41.460Z,17.9533333333333,-67.0846666666667,11.73,2.54,md,9.0,253.0,,0.09,pr,pr71338858,2022-03-04T01:16:13.160Z,"4 km WSW of La Parguera, Puerto Rico",earthquake,0.59,0.24,0.0277676841688494,3.0,reviewed,pr,pr
2022-03-04T00:23:14.710Z,44.2926667,-110.4548333,4.65,0.63,md,12.0,157.0,0.05976,0.11,uu,uu60484287,2022-03-04T15:18:23.260Z,"65 km SE of West Yellowstone, Montana",earthquake,0.47,0.59,0.198,9.0,reviewed,uu,uu
2022-03-04T00:09:56.270Z,35.6481667,-117.4081667,5.05,0.02,ml,4.0,181.0,0.07566,0.03,ci,ci37400284,2022-03-04T01:06:42.834Z,"13km SSW of Trona, CA",earthquake,0.99,0.9,0.085,2.0,reviewed,ci,ci
